question,answer,image_id
what is stuck on the wall,photo,image901
what object is found opposite to the kitchen cabinet,window,image901
what is stuck on the wall,photo,image902
how many vases are there on the top of the window,3,image903
what is the colour of the coffee machine,black,image905
what is found on the right side,bed,image909
what is found on the right side of the window,chair,image910
what is to the right side of the wardrobe,door,image911
what is found in between the window and the wardrobe,curtain,image911
what is found to the right side of the door,television,image912
what is found in between the doors,television,image912
what are the objects stuck on the wall,photo,image913
what is stuck on the right side wall,television,image913
what is found to the opposite of the left window,bed,image913
what objects are found to the right side of the television,photo,image913
what are stuck on the wall,photo,image914
how many doors found,2,image915
what are stuck on the wall,photo,image915
what is the colour of the chair,brown,image915
what is found in the top left corner,door,image916
what is to the right of the door,bed,image916
what is right next to the bed,lamp,image916
what is the object in the right top of the lamp shade,photo,image916
what is the object found opposite to bed,television,image920
how many shutter windows are there,2,image920
what is above behind the bed,photo,image921
what is the object stuck on the wall,mirror,image923
what is the object found in the left top,curtain,image923
what is found on the right side of the table lamp,bed,image924
how many pillows are there,4,image924
what is the colour of the lamp,white,image924
what is found behind the bed,window,image924
what are found in the right side,chair,image925
what is found in front of the chairs,door,image925
what is to the right corner of the night stand,lamp,image929
how many table runner are,3,image930
how many bed are,2,image931
what is in front of the table runner,garbage_bin,image931
what is on the table to the right of the shelf,television,image936
what is to the left of the telephone,towel,image937
how many small pillows are on the bed,3,image938
what is to the right of the bed,bookshelf,image938
what is to the left of the bed,shelves,image938
what is to the right of the table,books,image939
how many runners are in the shelf,5,image940
what is on the night stand,lamp,image941
what is on the wall,picture,image942
how many picture are on the wall,2,image942
what is in the right of the shelf,chair,image943
what is to the right of the chair,bookshelf,image943
what is on the night stand,lamp,image948
what is on the wall,picture,image949
what is found in the left side,bed,image951
what object is plugged in the wall on the right side,lamp,image951
how many pillows found on the bed in white colour,2,image951
what is the black colour object found in the bed,pillow,image952
what is object is hanged in the bed,towel,image952
what object is found in the right bottom,garbage_bin,image952
what is found above the garbage bin in the wall,photo,image952
what is the object before the table,chair,image954
what is the object near the shutter window,sofa,image955
what is the black colour object on the table,lamp,image955
what object is hanged on the wall near the bed,photo,image956
what is to the right of the bed,lamp,image956
what is stuck on the wall near the bed,photo,image957
what is the colour of the object found under the bed,red,image957
what object is found opposite to the chair,window,image957
what object is found on the sofa,clothes,image957
what is found on the table,lamp,image958
what is the orange colour object found,pillow,image958
what is found left side of the pillow,lamp,image958
what is the object found on the left top,window,image958
what is hanged in the right side wall,photo,image963
what is the object found below the photo,bed,image963
what object is found on the bed,pillow,image963
how many pillows are there,4,image963
what is right to the computer,mirror,image964
what is to the left of the computer,bookshelf,image964
how many racks are there in the bookshelf,4,image964
what is the colour of the bed,white,image968
what is found behind the ironing board,window,image968
how many windows are there,2,image969
what is the red colour object on the bed,pillow,image978
what is to the right of the bed,lamp,image978
where is the lamp kept on,cabinet,image978
what is found on the right side,bed,image979
what object is near the bed,television,image979
what is behind the music instrument,window,image979
what object is to the right of the window,bookshelf,image979
what is the object to the right of the piano,television,image980
what is kept on the top of the television,clothes,image980
what is the object found on the bed,pillow,image980
what is left of the pillow,lamp,image980
what is the object on which cd player is kept,television,image981
what is the object on the wall outside the door,photo,image981
what object is in front of the window,sofa,image981
what is near the window,curtain,image981
what is behind the television right corner,photo,image981
how many televisions are there,2,image981
what is the object in the left,mirror,image982
what is found on the left of the lamp,books,image982
what is found on the right of the lamp,bed,image982
what object is found on the bed,pillow,image983
what object is found on the left of the lamp,books,image983
how many lamps are found there,2,image983
what object is found on left side,curtain,image984
what is the object found to the right,sofa,image984
how many sofas are there,2,image984
what is found in between the sofas,cabinet,image984
what is the object found behind the cabinet,window,image984
what object is found before the left side wall,television,image985
what is the object opposite to the television,bed,image985
what object is in red colour near lamp inside the mirror,pillow,image985
what is behind the bed,bookshelf,image986
what is the object found on the left,bed,image987
what is next to the bed,door,image987
what is kept on the cabinet near the door,books,image987
what is the object to the left of the cabinet,window,image987
what object is found to the opposite of the bed,bookshelf,image988
how many wall stands are there,5,image989
what is found in front of the cot,chair,image989
what is found to the right side of the cot,cabinet,image989
what is found on the left side,window,image990
what object is found on the right side of the window,mirror,image990
what object is found on the right side of the toys shelf,garbage_bin,image990
how many lamps found,2,image996
what is found to the left side of the cot,window,image996
what is found to the left of the cabinet,garbage_bin,image997
what is found to the right side of the cot,cabinet,image998
what object is on the top of the cabinet,lamp,image998
what are the objects found below the cabinet,books,image998
what object is found below the window,photo,image999
what objects are found on the cabinet,photo,image999
what is on the left side of the bed,lamp,image999
what are found on the floor to the right side of the cot,books,image999
what is stuck on the top of the cabinet,photo,image1000
what is the main object present in the room,shelves,image1005
what is placed on top of the second rack of second partition of shelf,television,image1005
what is inside the photo frame,photo,image1005
what is kept near the wall and the bed in the corner of the room,lamp,image1006
what is the object covered with bed sheets near the lamp,bed,image1006
what is kept on top of the bed and under the bed sheet,pillow,image1006
what is the object in maroon colour hanging near the bed,curtain,image1006
what is spread across the bed,clothes,image1007
what is kept near the wall and the bed in the corner of the room,lamp,image1007
what is the object covered with bed sheets near the lamp,bed,image1007
what is hung in the room near the left side of the image1008,curtain,image1008
what is stuck on the wall near the curtains,photo,image1008
what object is present in the middle,bed,image1009
what object is present on top of the bed,pillow,image1009
what is kept near the window,lamp,image1009
what object is present in the room which holds most portion,bed,image1013
what is kept on top of the bed,pillow,image1013
what is present on top of the bed in the wall,window,image1013
what is kept in the right side,lamp,image1013
what is kept near the left corner of the bed,lamp,image1014
what is kept on top of the bed,pillow,image1014
what is present on top of the bed in the wall,window,image1014
what is available in the right corner,door,image1015
what is available next to the door onto its left side,mirror,image1015
what is available next to the door onto its left side,mirror,image1016
what object is present below the pillow,bed,image1017
what is kept on top of the bed,pillow,image1018
what is present near the door,chair,image1019
what object is present to the left of the chair,shelves,image1019
what is present in the middle of the room,bed,image1020
what is kept on top of the bed,pillow,image1020
what is present near the corner of the room,window,image1024
what is present near the window,lamp,image1024
what is available near the lamp,bed,image1024
what is kept on top of the bed,pillow,image1024
what is available in the left corner,door,image1025
what is present on the floor near the room divider on its right,garbage_bin,image1025
what is present near the night stand on its right,bed,image1025
what is present near the bed on its right,lamp,image1025
what is present near the bottom left side,sofa,image1026
what is present on top of the bed,pillow,image1027
what is there in the left side,door,image1027
what is present in the top left corner,door,image1028
what is kept on top of the table,picture,image1028
what is there on the right side of the table,chair,image1028
what is present on the left side of the room near the door,bed,image1028
what is kept on top of the table near the bed,lamp,image1029
what is on top of the bed,pillow,image1029
what is to the right of the table near the left side,chair,image1029
what is kept on the floor to the left side of the light switch,picture,image1030
what is present above the picture on the wall,window,image1030
what is the biggest object on top of the table,lamp,image1030
what is kept on top of the drawer table,books,image1031
what is present on top of the drawer next to the books,mirror,image1031
what is present near the wall to the right side of the drawer,chair,image1031
what is present on the right side of the image1035,bed,image1035
what is present in front of the window,bed,image1036
what is present on top of the bed,pillow,image1036
what is kept on the left side of the table and shelf,books,image1037
what is present to the right side of the books,lamp,image1037
what is hanging from the drawer,clothes,image1037
what is present on the left side,door,image1037
what is hung on the wall,picture,image1040
what is present near the right side of the wall,window,image1040
what is present below the picture,bed,image1040
what is present behind the bed,window,image1041
what is hanging on the wall,picture,image1042
what is present on top of the storage rack in the middle,lamp,image1042
what is present in the desk,shelves,image1043
what is present on the right side of the desk,bed,image1043
what is hung on the wall near the storage rack,mirror,image1044
what is present behind the storage rack,bed,image1044
what is on top of the bed,pillow,image1045
what is lying on the floor in front of the bed,clothes,image1045
what is present on the right side,bed,image1046
what is present on top of the bed,pillow,image1046
what is hung on the wall,picture,image1050
what is at the right side,cabinet,image1051
what is to the left side of the cabinet,mirror,image1051
what are hanged above the laundry basket,clothes,image1051
what is to the right of the bunk bed,chair,image1054
what is behind the chair,window,image1054
what is under the chair,garbage_bin,image1054
what is to the right of the chair,bed,image1054
what is in front of the bed,cabinet,image1054
what is stuck on the wall,photo,image1054
what is to the right of the ladder,cabinet,image1055
what is to the right side of the bunk bed,chair,image1056
what is under the chair,garbage_bin,image1056
what is to the right side of the chair,bed,image1056
what is found behind the chair,window,image1056
what is found at the bottom left corner,chair,image1059
what is at the right side,window,image1059
how many pillows are there on the bed,4,image1060
what is at the left side of the bed,cabinet,image1060
what is at the right side of the bed,cabinet,image1060
what is on the right side,window,image1060
what is at the left side of the door,table,image1061
what is in front of the table,chair,image1061
what is stuck on the table,photo,image1061
what is at the right side of the photo,window,image1061
what is to the right side of the window,cabinet,image1061
what is to the right side of the cabinet,bed,image1061
what is at the left side,cabinet,image1062
what is to the right side of the cabinet,bed,image1062
what is behind the bed,bed,image1063
what is stuck on the wall,photo,image1063
what is on the right side of the photo,window,image1063
what is on the bottom left corner,bed,image1064
what is at the opposite side of the bed,window,image1064
what is hanged on the wall,clothes,image1064
what is to the right of the bed,cabinet,image1064
what is on the bottom left corner,bed,image1065
what is to the right of the bed,cabinet,image1065
what is at the right side,cabinet,image1065
what is to the right of the shirt,window,image1066
what is in front of the window,table,image1066
what is to the left of the table,bed,image1066
what is to the left of the bed,cabinet,image1066
what is found behind the door,table,image1066
what is found in front of the table,chair,image1066
what is at the left side,photo,image1067
what is at the right side of the photo,cabinet,image1067
what is to the right of the cabinet,bed,image1067
what is in front of the window,table,image1068
what is at the right side of the table,garbage_bin,image1068
what is to the right side of the window,cabinet,image1068
what is to the right of the container,cabinet,image1069
what is in front of the cabinet,chair,image1069
what is at the left side,bed,image1070
what is to the right of the bed,cabinet,image1070
what is hanged on both sides of the door,curtain,image1070
what is at the right side,cabinet,image1070
what is to the right of the bed,cabinet,image1071
what is on the top of the cabinet,photo,image1071
what is to the right of the bed,cabinet,image1071
what is found behind the television,door,image1072
what is at the opposite side of the door,cabinet,image1072
what is found behind the cabinet,window,image1072
what is hanged in front of the window,curtain,image1072
what is at the bottom right corner,bed,image1072
what is to the right of the book rack,door,image1073
what are hanged on the wall,photo,image1074
what is to the right of the bed,table,image1074
what object is on the table,lamp,image1074
what is to the right side of the right cabinet,garbage_bin,image1074
what is found at the bottom left corner,bed,image1085
what is on the top of the bed,mirror,image1085
what is at the right side of the bed,cabinet,image1085
what is stuck on the wall,photo,image1085
how many sofas are there,2,image1086
what is to the right of the door,cabinet,image1086
what is in front of the door,table,image1086
what is stuck on the wall,mirror,image1086
what is near the mirror,lamp,image1086
where the lamp is placed,cabinet,image1086
what is to the right side of the cabinet,bed,image1086
what is at the left corner of the room,window,image1087
what is hanged in front of the window,curtain,image1087
what is hanged on the wall,photo,image1087
what is found in front of the photo,sofa,image1087
what is to the right side of the sofa,table,image1087
how many beds are found,3,image1097
what is to the left of the bed,table,image1097
what is at the left side of the room,cabinet,image1097
what object is found below the window,bed,image1105
what is found to the right side of the bed,door,image1105
what is the colour of the bed sheet,white,image1105
what is between the lamps,bed,image1110
what is the colour of the lamps,brown,image1110
how many handles are there in the cabinet,3,image1110
what is on the right side of the bed,cabinet,image1110
what is found below the mirror,table,image1111
what is found in front of the window,bed,image1111
what is to the left side of the bed,lamp,image1111
what is stuck on the wall on the left side,television,image1112
what is found in inside room,cabinet,image1112
what is found in front of the table,chair,image1112
what object is found to the left side of the door,television,image1112
what is stuck on the wall,television,image1113
what is found below the television,cabinet,image1113
what is found in front of the window,curtain,image1113
what is found in front of the window,bed,image1114
what is stuck on the top of the cabinet,photo,image1114
what is found in front of the window,cabinet,image1115
how many knobs are there,4,image1115
what object is found in the right side,chair,image1116
what is behind the chair,bed,image1116
how many pillows are there in square shape,2,image1116
what is hanged on the wall,photo,image1116
what is behind the left side,window,image1116
what is kept on the cupboard,clothes,image1116
what object is found on the right side,window,image1120
what is found in front of the window,bed,image1120
how many pillows are found in the left bed,2,image1120
what is the object found in the left side,television,image1121
what is the object stuck on the wall,photo,image1121
what is found opposite to the door,bed,image1121
what object is found in left side,television,image1122
what is to the right of the vase,door,image1122
what is the object found on the right side,television,image1132
what is the object next to the tv stand,table,image1132
what is kept in front of the table,chair,image1132
what is the object to the left side of the bed,cabinet,image1133
what is placed on the cabinet,lamp,image1133
what is the colour of the lamp,white,image1133
how many pillows are there,2,image1133
what is the object under the table,chair,image1134
what is the object on the tv stand,television,image1134
what is the object left of the bed,lamp,image1137
what is the silver colour object found on the table,lamp,image1137
what is the object under the table,garbage_bin,image1137
what is the object to the left of the garbage bin,chair,image1137
what is the object found in the left side,window,image1138
what is object found in the left corner,television,image1138
what is the object facing the television,bed,image1138
what object is found on the table,lamp,image1139
what is the colour of the bed,white,image1139
how many objects found on the table,2,image1139
what is found right to the bed,table,image1140
what is stuck on the wall,photo,image1140
what object is found under the table,garbage_bin,image1140
what is found to the right side of the bed,window,image1141
what is the colour of the blanket,red,image1141
what is found to the right side of the window,bookshelf,image1141
what is opposite to the bookshelf,table,image1141
what is the object under the table,chair,image1141
what is to the right side of the sofa,cabinet,image1142
what is found to the right side of the cabinet,bed,image1142
what is the colour of the blanket,red,image1142
what objects are found on the sofa,pillow,image1142
what is stuck on the table,photo,image1143
what is below the photo,sofa,image1143
what object if found on the right side,cabinet,image1143
what is found left to the cabinet,sofa,image1143
what is found to the left side of the sofa,door,image1143
what is in front of the window,cabinet,image1159
what are found on the cabinet,photo,image1159
what is at the top of the photo,window,image1160
what is hanged on the bunk bed,towel,image1160
what is found on the top of the table,photo,image1161
what is stuck on the right side of the cabinet,photo,image1161
what is on the left side,bed,image1169
what is at the right side,bed,image1172
what are found on the left side of the rack,cabinet,image1172
what is stuck on the wall above the cabinets,photo,image1172
what is on the rack,chair,image1173
what are stuck on the wall,photo,image1173
what is at the right side of the rack,chair,image1173
what is found on the right top,cabinet,image1173
what is in front of the cabinet,chair,image1173
what is at the left bottom,bed,image1177
what is at the right side of the bed,mirror,image1177
what is found near the right side wall,table,image1177
what is found under the table,chair,image1177
what are found on the floor,clothes,image1177
what is at the left side,cabinet,image1178
what is at the right side of the cabinet,bed,image1178
what is found to the right side of the bed,cabinet,image1178
what are found on the both sides of the rack,bed,image1185
what is at the right side of the bed,bookshelf,image1185
what is the colour of the ball,red,image1185
what is at the bottom right,chair,image1185
what is at the left side,cabinet,image1186
what is at the right side of the cabinet,window,image1186
what is at the opposite side of the window,bed,image1186
what is the colour of the sofa,black,image1187
what is found behind the cabinet,cabinet,image1187
what is at the right side of the cabinet,bed,image1187
what is found on the both sides of the bed,cabinet,image1187
what is on the top of the bed,photo,image1187
what is on the top of the bed,photo,image1188
what is at the right of the bed,cabinet,image1188
what is stuck on the wall near the plant,photo,image1188
what is found at the right top corner,window,image1188
what is found at the bottom left corner,bed,image1189
what is at the top of the bed,window,image1189
what is at the right side of the plant,cabinet,image1189
how many pillows are there,2,image1189
what is at the left side of the bed,table,image1190
what are the things found on the table,photo,image1190
how many pillows are there,4,image1190
what is found at the right side of the bed,window,image1190
what is at the right side of the table,bed,image1191
what are the things on the table,photo,image1191
what is stuck on the wall,photo,image1191
how many round pillows are there,2,image1191
how many beds are there,2,image1197
what is the colour of the bed,red,image1197
what is at the right side to the bed,table,image1197
what is on the top of the tv stand,television,image1198
what is at the right side of the television,door,image1198
what is at the left side,bed,image1199
what is to the right of the bed,table,image1199
what is at the top right corner,window,image1199
what is at the left side,bed,image1200
what is to the right of the bed,table,image1200
how many pillows are there,5,image1200
what is hanged on the wall,television,image1213
what is found below the dvd player,cabinet,image1213
what is at the bottom left,sofa,image1213
how many foot rests are there,2,image1214
what is behind the exercise machine,door,image1214
what are the things far behind the door,chair,image1214
how many pillows found,5,image1214
what is at the bottom left corner,sofa,image1215
what is the colour of the sofa seat,red,image1215
what is at the right top corner,cabinet,image1215
what is to the right side of the cabinet,table,image1215
how many knobs are there,3,image1215
what is at the top left corner,window,image1221
what is at the top right corner,cabinet,image1221
what is the colour of the pillow,brown,image1222
what is found behind the sofa,window,image1222
how many window casing,3,image1222
what is at the top right corner,window,image1223
what is at the right side,television,image1223
what are at the right of the television,cabinet,image1223
what are the objects found on the fireplace,photo,image1224
what is to the left of the fireplace,lamp,image1224
what is in front of the lamp,sofa,image1224
what is in front of the sofa,table,image1224
what is to the right of the fireplace,sofa,image1224
what is on the top right corner,window,image1224
what is at the bottom left corner,sofa,image1225
what is at the left side of the sofa,television,image1225
what are the things on the fireplace,photo,image1225
what is in front of the sofa,table,image1231
what is at the right side of the sofa,lamp,image1231
what is at the left side of the lamp,window,image1231
what is found between the sofas,television,image1232
what are found behind the television,lamp,image1232
what is at the left corner in the room,door,image1232
what is in front of the door,table,image1232
what is to the right of the decoration item,sofa,image1236
what is on the sofa,pillow,image1236
what is the colour of the mat,red,image1236
what is at the right side,bed,image1237
what is to the left of the bed,cabinet,image1237
what are the things on the cabinet,books,image1237
what is to the right of the bag,chair,image1237
what is the colour of the floor mat,red,image1237
how many pillows found,5,image1238
what is to the right of the sofa,table,image1238
how many tables are there,4,image1238
what is on the round table,books,image1238
what is in front of the sofa,table,image1238
what is to the right of the sofa,table,image1239
what is in front of the table,chair,image1239
what is to the right of the fireplace,cabinet,image1239
how many chairs around the game table,4,image1239
what is to the right of the fireplace,cabinet,image1240
what are around the game table,chair,image1240
what is the colour of the floor mat,red,image1240
what is in the right side,sofa,image1241
what is near to the curtain,chair,image1241
what is in the right side,shelves,image1242
what object is in the middle of the shelf,television,image1242
what is the colour of the clothes on the sofa,red,image1243
what is in front of the table,table,image1243
what is the object on the side of the game table,chair,image1244
what is opposite to the game table,sofa,image1244
what is the object to the left of the toys shelf,photo,image1245
what is on the wall at top right,photo,image1245
what is found on the sofa,lamp,image1246
what is hanged on the wall on the right side,photo,image1246
how many lamp shades are found on the table,2,image1246
what is to the right of the door,cabinet,image1251
what is found behind the sofa,table,image1251
what is to the right of the table,cabinet,image1251
what is to the opposite of the sofa,table,image1251
what are stuck on the wall,photo,image1252
what is at the bottom of the photos,sofa,image1252
what is to the right of the sofa,cabinet,image1252
what are the things on the cabinet,books,image1252
what is in front of the sofa,table,image1252
what is stuck on the wall,photo,image1253
what is to the right of the photo,cabinet,image1253
what is in front of the cabinet,sofa,image1253
what is in front of the sofa,table,image1253
what is inside the basket,clothes,image1266
what is to the right of the basket,sofa,image1266
what is hanged on the wall,photo,image1266
what is hanged on the window,curtain,image1267
what is in front of the window,sofa,image1267
what is on the sofa,pillow,image1267
what is the colour of the pillow,white,image1267
what is at the right top,lamp,image1267
what is at the left side,television,image1268
what is found on the floor in the right side,sofa,image1268
what is the colour of the door mat,red,image1268
what is to the right side of the sofa,curtain,image1268
what is found at the left side,table,image1269
what is found right of the table on the wall,window,image1269
what is in front of the window,sofa,image1269
what is behind the sofa,photo,image1269
what is at the left side,sofa,image1270
what is to the right of the plant pot,table,image1270
what is behind the sofa,photo,image1270
what is to the right of the photo,mirror,image1270
what is hanged on the middle of the wall,photo,image1271
what is in front of the photo,sofa,image1271
what is in the right corner,mirror,image1271
what is in the corner,mirror,image1272
what object is front,sofa,image1272
what is on the sofa,pillow,image1272
what is the center object on the floor,table,image1272
what object is hanged on the wall,photo,image1272
what is on the left bottom,table,image1274
what is hanged on the wall,photo,image1274
what is on the sofa,pillow,image1274
what is stuck on the wall,photo,image1281
what is at the bottom of the photo,sofa,image1281
what is in front of the sofa,table,image1281
what are the things on the table,books,image1281
what is at the right bottom corner,table,image1283
what objects are on the table,books,image1283
what is in front of the window,sofa,image1284
what is in front of the sofa,table,image1284
what are the things on the table,books,image1284
what are stuck on the wall,photo,image1284
what is hanged on both sides of the window,curtain,image1284
what is the colour of the sofa,black,image1284
what is first on the left side of the wall,cabinet,image1296
what is in the left corner,chair,image1296
what is right to the chair,lamp,image1296
what is the colour of the ball on the cage,red,image1300
how many plant pots are there,2,image1300
what object is behind the plant pot,window,image1300
what object is to the right of the rack,television,image1300
what is object in front of the cabinet,chair,image1301
what object is on the right side of the cabinet,television,image1301
what is the white colour object on the left side,table,image1309
what is to the right of the table,sofa,image1309
what is in the bottom right corner,sofa,image1309
how many red colour sofas are there,2,image1309
what is the colour of the sofa,red,image1310
what is to the left of the sofa,cabinet,image1310
what is behind the sofa,door,image1310
what is the object front,sofa,image1311
what is in front of the fireplace,table,image1312
what is the colour of the table,black,image1312
what is in the left corner in the room,chair,image1312
how many chairs on the right side of the table,2,image1312
what is in front of the table,sofa,image1312
what is to the left of the table,sofa,image1313
what is to the right of the table,chair,image1313
what is on the tv stand,television,image1316
what is to the left of the television,window,image1316
what are stuck on the wall,photo,image1316
how many windows are there,2,image1317
what are stuck on the wall,photo,image1317
what is on the right side,television,image1317
what is opposite to the television,sofa,image1317
what are stuck on the wall,photo,image1318
what is found below the photos,sofa,image1318
what is on the right side,cabinet,image1319
what is on the cabinet,television,image1319
what is behind the television,window,image1319
what is stuck on the wall,photo,image1319
what is in front of the window,table,image1320
what is behind the table,chair,image1320
what is in front of the cabinet,table,image1321
what is to the opposite of the table,cabinet,image1321
what is on the right side,cabinet,image1322
what is in front of the cabinet,sofa,image1322
what are the things in front of the fireplace,books,image1322
what are the things found before the fireplace,books,image1323
what is in front of the fireplace,sofa,image1323
what is to the right of the fireplace,cabinet,image1323
what is stuck on the top of the fireplace,photo,image1323
what is to the right of the candelabra,cabinet,image1324
what is at the left of the candelabra,window,image1324
what is in front of the table,chair,image1324
what is found below the decorative item,sofa,image1325
what is to the right of the sofa,table,image1325
what is in front of the window,table,image1325
what is found below the photo,sofa,image1326
what is at the right bottom,sofa,image1327
what are stuck on the wall,photo,image1327
what is to the left of the sofa,television,image1327
what is to the right of the door way,table,image1327
what is to the right of the brown colour sofa,cabinet,image1328
what is to the right of the cabinet,sofa,image1328
what is to the right of the second sofa,table,image1328
what is behind the sofa,window,image1328
what is behind the table,cabinet,image1328
what are the things in the cabinet,photo,image1328
what is behind the column,chair,image1333
what is at the centre of of the chairs,table,image1333
what is stuck on the wall,photo,image1333
how many pillows are there,5,image1334
what is found far behind the sofa,chair,image1334
what is at the centre of the chairs,table,image1334
what is at the right bottom,table,image1341
what is behind the table,window,image1341
what is to the right of the window,cabinet,image1341
what is on the corner of the room,lamp,image1341
what is in front of the wall,cabinet,image1342
what is stuck above the sandal coloured cabinet,photo,image1342
what is at the left bottom,cabinet,image1343
what is in front of the sofa,table,image1343
what is in front of the table,chair,image1343
what is in front of the window,table,image1344
what are around the table,chair,image1344
what is hanged in front of the window,curtain,image1344
what is at the left bottom,chair,image1345
what are the things on the bench,books,image1345
what is the thing between the cabinet and the table,chair,image1345
what are stuck on the wall,photo,image1345
what are stuck on the wall,photo,image1346
what is on the left side,window,image1350
what is in front of the window,table,image1350
what is the colour of the table,brown,image1350
what is to the right of the window,cabinet,image1350
what is on the top right,window,image1351
what is in front of the window,table,image1351
what is on the right side,cabinet,image1351
what is left to the photo,window,image1352
what is in front of the window in the table,table,image1352
what is stuck on the wall,photo,image1357
what is in front of the photo,table,image1357
what is hanged before the window,curtain,image1357
what is at the right side,cabinet,image1358
what is stuck on the wall,photo,image1358
how many knobs are there,4,image1358
how many chairs seen,5,image1359
what is behind the chairs,cabinet,image1359
what is stuck on the wall,photo,image1359
what is hanged before the window,curtain,image1359
what is hanged before the window,curtain,image1360
what is in front of the curtain,cabinet,image1360
what is at the right side,sofa,image1360
what is the colour of the chair,red,image1361
what is in front of the toys shelf,table,image1361
what is below the decorative item,cabinet,image1361
what is below the decorative item,cabinet,image1362
what is the colour of the chair,red,image1362
what is at the centre of the chairs,table,image1363
what is hanged on the wall,photo,image1363
what is the colour of the chair,red,image1363
what are stuck on the wall,photo,image1366
what is on the floor,table,image1366
what are around the table,chair,image1366
what is seen in the inner room,cabinet,image1366
what is stuck on the wall,photo,image1367
what is at the corner of the room,table,image1367
how many candle sticks are there,4,image1367
what is at the centre of the chairs,table,image1370
what are the things behind the chairs,photo,image1370
what is stuck on the wall,photo,image1370
what is the centerpiece of the chairs,table,image1371
what are the things behind the chairs,photo,image1371
what is to the left of the display case,photo,image1371
what are stuck on the wall,photo,image1372
what is below the photo,cabinet,image1372
what is in front of the cabinet,table,image1372
what is on the right side wall,chair,image1372
what is stuck on the left side wall,photo,image1373
what is in front of the window,table,image1373
what is hanged before the window,blinds,image1373
what is below the photo,chair,image1374
what is to the right of the chair,cabinet,image1374
what is to the right of the cabinet,chair,image1374
what is to the right of the door way,photo,image1375
what is in front of the photo,chair,image1375
what is in the inner room,sofa,image1375
what is in front of the wall decoration,table,image1376
what is in front of the wall decoration,table,image1377
what are around the dining table,chair,image1377
what is at the right side in the room,cabinet,image1378
what is at the centre of the chairs,table,image1379
what is hanged before the window,curtain,image1379
what is at the left side,cabinet,image1380
what are in front of the cabinet,chair,image1380
what is at the centre of the chairs,table,image1380
what is on the right side,cabinet,image1381
what is to the opposite of the cabinet,table,image1381
what are around the table,chair,image1381
what is to the left of the table,window,image1381
what is to the opposite of the table,cabinet,image1381
what is stuck on the wall,photo,image1381
what are stuck on the wall,photo,image1382
what is behind the table,cabinet,image1382
how many lights on the ceiling,4,image1382
what is to the left of the table,window,image1382
what is the colour of the table cloth,white,image1383
what is to the left of the table,cabinet,image1383
what is stuck above the cabinet,mirror,image1383
what is in the right bottom corner,table,image1393
what are the things on the table,books,image1393
what is found behind the rack,window,image1393
what is the colour of the table,white,image1402
what are around the table,chair,image1402
what is at the corner of the room,door,image1402
what is at the top right corner in the room,door,image1403
what is to the left of the door,cabinet,image1403
what is at the centre of the chairs,table,image1404
what is behind the table,window,image1404
what is stuck to the right of the window,photo,image1404
what is to the left of the vase,mirror,image1404
what are around the table,chair,image1405
what is hanged on the wall,photo,image1405
what is to the left of the vase,mirror,image1405
what is at the left bottom,chair,image1406
what is at the centre of chairs,table,image1406
what is stuck on the wall,photo,image1415
what is the colour of the chair seat,red,image1415
what is the colour of the dining table,white,image1416
what is stuck on the wall,photo,image1416
what is at the top right corner,photo,image1417
what is found below the photo,table,image1417
what is to the left of the dining table,chair,image1418
what are stuck on the left side wall,photo,image1419
what is in front of the chair,table,image1419
what is behind the dining table,chair,image1419
what is in front of the chair,table,image1419
what is hanged in front of the window,blinds,image1420
what is in front of the window,chair,image1420
what is found below the photo,table,image1420
what is at the right side,table,image1425
what is behind the table,sofa,image1425
what is in front of the sofa,table,image1425
what is to the left of the dining table,table,image1426
what is on the table,lamp,image1426
what is stuck on the wall,photo,image1426
what is to the right of the photo,cabinet,image1426
what is on the top of the cabinet,mirror,image1426
what is near the wall,cabinet,image1427
how many photos are there,3,image1427
what is to the right of the dining table,cabinet,image1428
what is found in the inner room,sofa,image1428
what is in front of the sofa,table,image1429
what is in the right bottom,chair,image1429
what is to the right of the white colour sofa,lamp,image1429
what is at the back side of the sofas,window,image1429
what is found near the wall,cabinet,image1434
what is behind the dining table,cabinet,image1434
what is near the dining table,chair,image1435
what is in front of the dining table,cabinet,image1435
what is near the wall,cabinet,image1436
what are around the dining table,chair,image1436
what are stuck on the wall,photo,image1437
what is behind the dining table,window,image1437
what is in front of the wall divider,cabinet,image1438
what is behind the cabinet,window,image1438
what are stuck on the wall,photo,image1439
what are around the dining table,chair,image1439
what are stuck on the wall,photo,image1440
what is in the top right corner,window,image1440
what is in front of the window,cabinet,image1440
what are around the dining table,chair,image1440
